articleTitle,articleLink,discussionResult,discussionResultDate,totalUser,totalPosts,totalWords,totalChars,keepVote,deleteVote,otherVotesCount,generalNotabilityCount,eventNotabilityCount,orgNotabilityCount,otherNotabilityCount,revClosestDate,revClosestID,revEditSize,revPageTitle
Vikings! Of Middle England,/wiki/Wikipedia:Articles_for_deletion/Vikings!_Of_Middle_England,keep,2011-12-04 22:47:00,6,3,151,953,3,0,0,1,0,0,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The Sealed Knot (reenactment),/wiki/Wikipedia:Articles_for_deletion/The_Sealed_Knot_(reenactment),keep,2011-12-04 22:49:00,11,8,310,1844,6,0,2,1,0,0,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
English Civil War Society,/wiki/Wikipedia:Articles_for_deletion/English_Civil_War_Society,keep,2011-12-04 22:49:00,8,5,291,1704,4,0,1,1,0,0,3,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Scottish Progressives,/wiki/Wikipedia:Articles_for_deletion/Scottish_Progressives,delete without prejudice,2011-12-04 00:55:00,8,1,45,289,0,0,1,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
OraTaiao: New Zealand Climate and Health,/wiki/Wikipedia:Articles_for_deletion/OraTaiao:_New_Zealand_Climate_and_Health,Delete,2011-12-03 04:43:00,7,3,106,651,0,3,0,0,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Briley Manufacturing,/wiki/Wikipedia:Articles_for_deletion/Briley_Manufacturing,delete,2011-12-03 06:29:00,7,2,50,317,0,2,0,0,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
SomaTone Productions,/wiki/Wikipedia:Articles_for_deletion/SomaTone_Productions,delete,2011-12-03 06:29:00,11,4,374,2110,0,1,3,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Research Systems Unix Group,/wiki/Wikipedia:Articles_for_deletion/Research_Systems_Unix_Group,delete,2011-12-03 06:29:00,7,3,76,463,0,2,1,0,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Institute for Development Anthropology,/wiki/Wikipedia:Articles_for_deletion/Institute_for_Development_Anthropology,Delete,2011-12-02 06:47:00,5,2,27,154,0,2,0,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Commonwealth Lawyers Association,/wiki/Wikipedia:Articles_for_deletion/Commonwealth_Lawyers_Association,delete,2011-12-01 05:41:00,3,1,28,140,0,1,0,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
South American Board of New Federations,/wiki/Wikipedia:Articles_for_deletion/South_American_Board_of_New_Federations,merge to,2011-11-30 17:53:00,6,3,49,358,0,0,3,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Nova Scotia Barristers' Society,/wiki/Wikipedia:Articles_for_deletion/Nova_Scotia_Barristers%27_Society,Keep,2011-11-30 23:13:00,19,19,1294,7411,5,0,2,3,0,0,3,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Austenasia (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Austenasia_(2nd_nomination),no consensus,2011-11-30 01:03:00,15,11,604,3706,3,0,8,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Greek Women's Engineering Association,/wiki/Wikipedia:Articles_for_deletion/Greek_Women%27s_Engineering_Association,delete,2011-11-29 17:38:00,4,2,37,260,0,2,0,1,0,0,0,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
Holy riders,/wiki/Wikipedia:Articles_for_deletion/Holy_riders,keep,2011-11-28 20:25:00,17,14,553,3468,6,4,3,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Kids Change the World,/wiki/Wikipedia:Articles_for_deletion/Kids_Change_the_World,delete,2011-11-28 02:15:00,8,6,351,2233,2,3,0,2,0,2,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Mass Frenzy Basketball,/wiki/Wikipedia:Articles_for_deletion/Mass_Frenzy_Basketball,delete,2011-11-28 05:11:00,9,4,98,629,0,4,0,1,0,1,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Hong Kong Management Information System Association,/wiki/Wikipedia:Articles_for_deletion/Hong_Kong_Management_Information_System_Association,delete,2011-11-28 05:01:00,6,4,140,952,0,4,0,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The Feudalist Party,/wiki/Wikipedia:Articles_for_deletion/The_Feudalist_Party,delete,2011-11-28 06:30:00,23,21,1729,10324,2,5,9,4,0,0,14,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Public Interest Advocacy Centre,/wiki/Wikipedia:Articles_for_deletion/Public_Interest_Advocacy_Centre,delete,2011-11-28 00:46:00,6,2,97,584,0,2,0,1,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Theatr Taliesin,/wiki/Wikipedia:Articles_for_deletion/Theatr_Taliesin,delete,2011-11-28 00:17:00,7,2,48,300,0,2,0,1,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
S.O.S. Investigated,/wiki/Wikipedia:Articles_for_deletion/S.O.S._Investigated,delete,2011-11-27 10:44:00,7,4,144,911,0,3,0,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The Fortress (Krzyzewskiville),/wiki/Wikipedia:Articles_for_deletion/The_Fortress_(Krzyzewskiville),delete,2011-11-26 20:15:00,11,3,54,371,0,2,1,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Centre for Research on Globalisation,/wiki/Wikipedia:Articles_for_deletion/Centre_for_Research_on_Globalisation,delete,2011-11-25 01:56:00,6,3,194,1239,0,2,1,1,0,2,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
"World Academy of Science, Engineering and Technology","/wiki/Wikipedia:Articles_for_deletion/World_Academy_of_Science,_Engineering_and_Technology",keep,2011-11-25 00:29:00,6,3,120,691,2,1,0,1,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Southside Composite Squadron,/wiki/Wikipedia:Articles_for_deletion/Southside_Composite_Squadron,delete,2011-11-25 00:21:00,13,8,343,2042,0,6,2,2,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Ajkun Ballet Theatre,/wiki/Wikipedia:Articles_for_deletion/Ajkun_Ballet_Theatre,speedy deleted,2011-11-25 03:06:00,9,5,673,3826,0,0,1,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The Brotherhood of the Holy Cross,/wiki/Wikipedia:Articles_for_deletion/The_Brotherhood_of_the_Holy_Cross,delete,2011-11-24 16:51:00,8,5,363,2177,0,2,3,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Christian Vision for Men,/wiki/Wikipedia:Articles_for_deletion/Christian_Vision_for_Men,keep,2011-11-24 06:17:00,9,6,462,2777,3,2,1,0,0,1,6,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Adhyatma Prakasha Karyalaya,/wiki/Wikipedia:Articles_for_deletion/Adhyatma_Prakasha_Karyalaya,keep,2011-11-23 20:28:00,11,8,399,2377,4,1,1,1,0,0,3,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Hungarian Society of Family History Researchers,/wiki/Wikipedia:Articles_for_deletion/Hungarian_Society_of_Family_History_Researchers,delete,2011-11-23 02:14:00,5,2,79,477,0,1,1,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Arts & Science Federation of Associations,/wiki/Wikipedia:Articles_for_deletion/Arts_%26_Science_Federation_of_Associations,delete,2011-11-23 00:28:00,8,3,79,456,0,1,2,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
OMAC (Industry Organization),/wiki/Wikipedia:Articles_for_deletion/OMAC_(Industry_Organization),no consensus,2011-11-23 00:29:00,6,4,187,1120,2,1,1,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Open PHACTS,/wiki/Wikipedia:Articles_for_deletion/Open_PHACTS,delete,2011-11-23 00:42:00,11,8,383,2355,2,3,1,3,0,0,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Association of Water Technologies,/wiki/Wikipedia:Articles_for_deletion/Association_of_Water_Technologies,delete,2011-11-22 20:43:00,3,1,48,294,0,1,0,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Delta Lambda Psi,/wiki/Wikipedia:Articles_for_deletion/Delta_Lambda_Psi,keep,2011-11-22 19:15:00,8,4,196,1211,2,1,1,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Positive Money New Zealand,/wiki/Wikipedia:Articles_for_deletion/Positive_Money_New_Zealand,delete,2011-11-22 02:12:00,12,9,273,1736,2,6,1,3,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Nepal Federation of Indigenous Nationalities Students,/wiki/Wikipedia:Articles_for_deletion/Nepal_Federation_of_Indigenous_Nationalities_Students,keep,2011-11-21 02:34:00,5,2,126,850,2,0,0,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Camp Westmont,/wiki/Wikipedia:Articles_for_deletion/Camp_Westmont,delete,2011-11-21 05:11:00,3,1,21,142,0,1,0,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
National Agents Alliance,/wiki/Wikipedia:Articles_for_deletion/National_Agents_Alliance,delete,2011-11-20 15:15:00,5,1,12,89,0,1,0,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Project N.E.O.,/wiki/Wikipedia:Articles_for_deletion/Project_N.E.O.,delete,2011-11-20 10:26:00,12,11,223,1328,0,7,4,0,0,0,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
BAD Salsa Group,/wiki/Wikipedia:Articles_for_deletion/BAD_Salsa_Group,delete,2011-11-20 01:04:00,7,3,42,260,0,3,0,2,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
International Cities of Peace,/wiki/Wikipedia:Articles_for_deletion/International_Cities_of_Peace,delete,2011-11-20 00:34:00,7,5,265,1665,1,4,0,3,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Noble Virgins of Jesus,/wiki/Wikipedia:Articles_for_deletion/Noble_Virgins_of_Jesus,keep,2011-11-20 02:29:00,9,6,264,1567,5,0,1,1,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Vrezh,/wiki/Wikipedia:Articles_for_deletion/Vrezh,keep,2011-11-20 02:16:00,8,5,282,1778,4,0,1,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Emetrics Summit,/wiki/Wikipedia:Articles_for_deletion/Emetrics_Summit,delete,2011-11-19 02:12:00,9,5,137,861,0,4,1,0,0,2,3,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
New Munster Party,/wiki/Wikipedia:Articles_for_deletion/New_Munster_Party,redirect to,2011-11-19 00:40:00,9,5,103,690,0,2,3,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
International DB2 Users Group,/wiki/Wikipedia:Articles_for_deletion/International_DB2_Users_Group,speedied G12,2011-11-17 21:47:00,6,1,41,227,0,0,1,1,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The Reaction Project (EU Project),/wiki/Wikipedia:Articles_for_deletion/The_Reaction_Project_(EU_Project),delete,2011-11-16 15:29:00,8,4,273,1763,0,2,1,1,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
SEEMPubS (EU Project),/wiki/Wikipedia:Articles_for_deletion/SEEMPubS_(EU_Project),delete,2011-11-16 15:28:00,7,4,361,2237,0,3,0,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
World Yoga Society,/wiki/Wikipedia:Articles_for_deletion/World_Yoga_Society,delete,2011-11-16 01:38:00,4,2,43,251,0,2,0,2,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
"Iredell County Rescue Squad, Inc","/wiki/Wikipedia:Articles_for_deletion/Iredell_County_Rescue_Squad,_Inc",delete,2011-11-16 03:14:00,6,2,29,209,0,2,0,0,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The Gospel of Thomas Association,/wiki/Wikipedia:Articles_for_deletion/The_Gospel_of_Thomas_Association,delete,2011-11-16 06:03:00,7,3,180,1099,0,2,1,3,0,1,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
AsoP Romania,/wiki/Wikipedia:Articles_for_deletion/AsoP_Romania,delete,2011-11-15 02:35:00,6,3,82,491,0,3,0,1,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Auburn Alumni Association,/wiki/Wikipedia:Articles_for_deletion/Auburn_Alumni_Association,redirect to,2011-11-15 02:06:00,5,2,62,426,0,2,0,1,1,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Texas Exes,/wiki/Wikipedia:Articles_for_deletion/Texas_Exes,keep,2011-11-15 05:01:00,9,6,127,848,6,0,0,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Ealing Charity Christmas Card Shop,/wiki/Wikipedia:Articles_for_deletion/Ealing_Charity_Christmas_Card_Shop,delete,2011-11-15 07:31:00,7,4,257,1559,0,3,1,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Stockholm School of Economics Alumni Association,/wiki/Wikipedia:Articles_for_deletion/Stockholm_School_of_Economics_Alumni_Association,delete,2011-11-14 08:20:00,6,3,49,318,0,3,0,2,0,1,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
European Migration Network,/wiki/Wikipedia:Articles_for_deletion/European_Migration_Network,no consensus,2011-11-13 10:12:00,7,4,311,1864,2,2,0,1,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Lord Jim Lodge,/wiki/Wikipedia:Articles_for_deletion/Lord_Jim_Lodge,delete,2011-11-13 19:01:00,8,6,353,2143,0,3,3,0,0,4,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Georgia Tech Alumni Association,/wiki/Wikipedia:Articles_for_deletion/Georgia_Tech_Alumni_Association,no consensus,2011-11-12 23:59:00,12,6,289,1887,3,1,2,1,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Cal Poly Pomona Alumni Association,/wiki/Wikipedia:Articles_for_deletion/Cal_Poly_Pomona_Alumni_Association,redirect to,2011-11-12 23:56:00,5,2,61,416,0,2,0,1,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
UCSD Alumni Association,/wiki/Wikipedia:Articles_for_deletion/UCSD_Alumni_Association,redirect to,2011-11-12 23:54:00,6,3,82,528,0,3,0,1,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Grey2K USA,/wiki/Wikipedia:Articles_for_deletion/Grey2K_USA,keep,2011-11-12 19:14:00,6,3,275,1620,2,0,0,0,0,0,3,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Expatriate Archive Centre,/wiki/Wikipedia:Articles_for_deletion/Expatriate_Archive_Centre,delete,2011-11-11 18:12:00,5,2,41,254,0,2,0,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Spire Federal Credit Union,/wiki/Wikipedia:Articles_for_deletion/Spire_Federal_Credit_Union,keep,2011-11-10 18:59:00,3,1,38,225,1,0,0,0,0,1,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
COST-TERRA,/wiki/Wikipedia:Articles_for_deletion/COST-TERRA,delete,2011-11-08 20:07:00,6,9,459,2809,0,2,0,1,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Treaty Sarsfields GAA,/wiki/Wikipedia:Articles_for_deletion/Treaty_Sarsfields_GAA,keep,2011-11-09 01:25:00,10,7,516,3023,2,0,2,0,0,0,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Long Now Foundation,/wiki/Wikipedia:Articles_for_deletion/Long_Now_Foundation,keep,2011-11-08 15:50:00,9,6,227,1403,5,0,1,0,0,1,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Oxford-Georgian Society,/wiki/Wikipedia:Articles_for_deletion/Oxford-Georgian_Society,delete,2011-11-07 04:43:00,15,18,1453,8676,5,3,8,1,0,0,7,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Blue Thong Society (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Blue_Thong_Society_(2nd_nomination),delete,2011-11-06 19:11:00,5,2,34,202,0,2,0,1,0,0,7,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
DSDR Data Sharing for Demographic Research,/wiki/Wikipedia:Articles_for_deletion/DSDR_Data_Sharing_for_Demographic_Research,no consensus,2011-11-06 05:46:00,4,1,61,349,0,0,1,1,0,0,1,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
Israeli peace camp,/wiki/Wikipedia:Articles_for_deletion/Israeli_peace_camp,delete,2011-11-06 06:00:00,12,7,401,2414,3,3,1,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
British Columbia Public School Employers' Association (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/British_Columbia_Public_School_Employers%27_Association_(2nd_nomination),delete,2011-11-04 04:26:00,4,1,44,241,0,1,0,0,0,0,1,2011-10-13 21:59:04,455441283,53,Wikipedia:Notability_(organizations_and_companies)
ERCIM,/wiki/Wikipedia:Articles_for_deletion/ERCIM,Delete,2011-11-03 20:03:00,17,11,604,3745,2,4,3,1,0,2,10,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
North East Autism Society,/wiki/Wikipedia:Articles_for_deletion/North_East_Autism_Society,delete,2011-11-04 01:25:00,2,0,0,0,0,0,0,1,0,2,10,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Romsey Town Rollerbillies (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Romsey_Town_Rollerbillies_(2nd_nomination),delete,2011-11-04 06:47:00,18,13,1888,11095,1,0,4,2,0,2,8,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Education for Ministry (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Education_for_Ministry_(2nd_nomination),keep,2011-11-03 19:04:00,7,3,86,525,3,0,0,2,0,0,5,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Camp Akita,/wiki/Wikipedia:Articles_for_deletion/Camp_Akita,delete,2011-11-02 17:31:00,5,2,48,283,0,2,0,0,0,1,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
American Respiratory Care Foundation,/wiki/Wikipedia:Articles_for_deletion/American_Respiratory_Care_Foundation,keep,2011-11-02 15:03:00,12,9,595,3811,5,1,3,3,1,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
MeetYourMakers,/wiki/Wikipedia:Articles_for_deletion/MeetYourMakers,delete,2011-11-02 05:37:00,7,4,125,756,0,1,3,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Insight Foundation,/wiki/Wikipedia:Articles_for_deletion/Insight_Foundation,DELETE,2011-10-31 19:57:00,6,3,109,668,0,2,1,2,0,1,1,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
The Barrow Group,/wiki/Wikipedia:Articles_for_deletion/The_Barrow_Group,keep,2011-10-31 17:55:00,10,7,402,2473,4,1,0,4,0,0,4,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
Occupy Dataran,/wiki/Wikipedia:Articles_for_deletion/Occupy_Dataran,keep,2011-10-31 17:08:00,12,9,364,2124,7,1,1,2,0,0,4,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Guardian Angels for a Smarter Life,/wiki/Wikipedia:Articles_for_deletion/Guardian_Angels_for_a_Smarter_Life,delete,2011-10-31 07:04:00,8,10,576,3826,0,2,1,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Tasmanians for a Better Future,/wiki/Wikipedia:Articles_for_deletion/Tasmanians_for_a_Better_Future,keep,2011-10-31 09:34:00,7,5,167,1007,2,0,3,1,0,0,0,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
United Citizens Party of Yukon,/wiki/Wikipedia:Articles_for_deletion/United_Citizens_Party_of_Yukon,redirect to,2011-10-31 00:48:00,8,4,104,617,0,0,4,0,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
World Paragliding Association,/wiki/Wikipedia:Articles_for_deletion/World_Paragliding_Association,delete,2011-10-30 21:21:00,11,8,361,2122,0,5,1,0,0,1,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
International Jewish Anti-Zionist Network,/wiki/Wikipedia:Articles_for_deletion/International_Jewish_Anti-Zionist_Network,keep,2011-10-31 03:54:00,33,33,1447,8961,11,9,13,1,0,2,2,2011-10-13 21:59:04,455441283,53,Wikipedia:Notability_(organizations_and_companies)
Institute of Rural Management Pakistan,/wiki/Wikipedia:Articles_for_deletion/Institute_of_Rural_Management_Pakistan,keep,2011-10-30 04:43:00,14,12,490,2960,5,2,4,2,0,0,8,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
New Hampshire Liberty Alliance,/wiki/Wikipedia:Articles_for_deletion/New_Hampshire_Liberty_Alliance,no consensus,2011-10-29 07:26:00,12,10,590,3453,7,1,2,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
Kolty Chess Club,/wiki/Wikipedia:Articles_for_deletion/Kolty_Chess_Club,delete,2011-10-29 00:15:00,6,3,59,360,0,2,1,0,0,0,2,2011-10-13 21:59:04,455441283,53,Wikipedia:Notability_(organizations_and_companies)
Magicka School,/wiki/Wikipedia:Articles_for_deletion/Magicka_School,delete,2011-10-28 23:22:00,1,0,0,0,0,0,0,0,0,0,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
InnoMed PredTox,/wiki/Wikipedia:Articles_for_deletion/InnoMed_PredTox,delete,2011-10-26 11:32:00,8,6,176,1100,1,4,1,4,1,0,1,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
Weinberg Foundation,/wiki/Wikipedia:Articles_for_deletion/Weinberg_Foundation,redirect to,2011-10-25 17:42:00,10,9,554,3483,0,1,8,0,0,1,3,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
University of Haifa Model United Nations Society,/wiki/Wikipedia:Articles_for_deletion/University_of_Haifa_Model_United_Nations_Society,delete,2011-10-25 18:16:00,12,9,361,2212,0,4,2,2,0,2,6,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
International Society for the Study of Medievalism,/wiki/Wikipedia:Articles_for_deletion/International_Society_for_the_Study_of_Medievalism,Keep,2011-10-24 14:18:00,7,5,409,4021,1,0,4,0,0,0,2,2011-10-13 21:59:04,455441283,53,Wikipedia:Notability_(organizations_and_companies)
Left Right Think Tank (2nd nomination),/wiki/Wikipedia:Articles_for_deletion/Left_Right_Think_Tank_(2nd_nomination),delete,2011-10-24 00:42:00,5,3,49,316,0,1,1,1,0,0,1,2011-08-25 17:21:12,446684437,2,Wikipedia:Notability_(events)
American News Project,/wiki/Wikipedia:Articles_for_deletion/American_News_Project,nomination withdrawn,2011-10-23 23:44:00,5,0,0,0,0,0,0,1,0,0,1,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
The European Geopolitical Forum,/wiki/Wikipedia:Articles_for_deletion/The_European_Geopolitical_Forum,delete,2011-10-23 12:18:00,9,3,101,662,0,2,1,2,0,1,2,2011-10-16 13:37:39,455843107,4,Wikipedia:Notability_(events)
